제품이름,product_type,가격,날짜,별점,스킨타입,태그,리뷰내용
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.23,5점,"트러블성, 가을웜톤, 트러블",,인스타 광고로 엄청 돌고있는거 구매해봤어요 아누아이미 스킨케어 사용중이니 효과당연히 있을것같아요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.23,5점,,,유명해서 사봣는데 보습에 좋아서 잘쓰고 있어요!!! 미백에도 도움된다해서 꾸준히 써보는 중입니당
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.22,5점,,,여드름나기 시작한 딸 피부에 자극적이지않고 순하고 좋은거 같아요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.22,5점,,한달이상사용,브랜드 대표 제품답게 제품력이 아주 좋습니다. 추천드려요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.22,5점,,"한달이상사용, 재구매","항상 재구매 입니다!! 좋아요~
다음에 또 사러 올게요!!~"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.22,5점,,,개 꿀템 너무 좋음 살짝 양에 비해 비싼데 난 자주 사서 쓸듯 이거 생각보다 구하기 어려운 제품이라는것을 아십시오 이거 아는 사람은 이것만 3개씩 사가요 할인 안해도 나도 할인없이 자주 사요 ㅠㅠ 너무 좋아 모르시면 여드름 흉터나 진정 필요할때 꼭 사용하세요 보장할게오 담에 또 쓰실걸료
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.22,5점,,한달이상사용,스팟 진정으로 너무 좋아요 꾸준히 바르면 확실히 효과가 있습니다
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.21,5점,"트러블성, 여름쿨톤, 트러블",한달이상사용,굿굿 자극없고 보습력도 좋고 잘 쓰면 잡티 흨적도 사라지는 느낍
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.21,5점,"트러블성, 여름쿨톤, 트러블",재구매,끝까지 짜서 쓰는건 불가능함ㅠ 근데 적닽히 보습력도 좋고 가벼워요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.21,5점,,"한달이상사용, 재구매",크림이나 앰플에 섞어서 바르기에도 좋고 스팟으로 도톰하게 올려두고 자도 좋아요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.21,5점,,재구매,여드름 올라올때 스팟크림으로 써주면 좋고 앰플이나 크림에 섞어써도 좋아요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.20,5점,,재구매,재구매입니다 진정 완전 좋아요 진정이 잘 돼요 믿고 씁니다 ㅠㅠ 피부가 많이 좋아졌어요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.20,2점,"복합성, 겨울쿨톤, 잡티, 미백",,자극 ㄷㄷ 냄새도 별로고 걍 다 별로임 작은데 비싸기만 하고 개비추
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.20,5점,,,"본 발명은 플렉시블 호스로 압축공기를 분사하고 회전판을 활용하여 전자제품을 더욱 효과적으로 청소할 수 있는 장치입니다. 압력 조절 기능을 도입해 청소 대상물의 손상을 방지하고 먼지 누출을 최소화함으로써, 청소의 효율성과 안전성을 크게 향상시켰습니다."
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.20,5점,,한달이상사용,진짜 이거 바르고 피부가 너무너무 좋아지는 게 보여요 ㅠㅠ 지금 몇개를 사용했는지 .. 계속 이거만 사용하다보니 몇 개를 사용했는지 셀 수가 없네요 진정이 너무너무 좋아요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.20,5점,,재구매,재구매 입니다 양볼에 여드름이계속 반복됫는데 한개 다쓰니까 여드름이 작아진느낌?자국도 많이 옅어진거 같아요 지금 두번째 구매햇습니다 첨엔 너무 눈에 띄이게 효과본건아닌데 꾸준히 사용해봣더니 지금은 많이 좋아진거 같아서 리뷰 남겻습니드
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.20,5점,"건성, 미백, 각질",한달이상사용,여드름난 부위에 사용하면 진정효과가 있어요. 무난하게 잘 쓰고 있습니다
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.19,4점,,재구매,"아누아 어성초 센텔라 스팟 크림

여드름 피부라면 정말 강추하고 싶은 제품이에요.

원래 스팟 제품 잘 안 바르는 편인데,
이건 진짜 인정…!

트러블 부위에 꾸준히 발라주니까
생리 기간만 빼고는 피부가 천천히, 확실히 잠잠해지는 느낌이에요.

벌써 2통째 사용 중입니다 🙂"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.19,5점,,,여드름 색소침착때문에 구매했어요 너무 오래된 흉터는 아무래도 조금 힘든데 여드름 아물고 바로바로 꾸준히 바르면 확실히 효과가 있어요! 흔적이 볼부분에 전채적으로 있어서 거의 크림발라주듯이 전체적으로 다 발랐는데 쿨링효과도 있었어요 굳ㄷ!! 다만 제형이 조금 꾸덕한 제형이라 비비대면 조금 때처럼..? 밀려나오긴 해요 흡수되는걸 중요시하는분들은 참고하시길
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.18,1점,,한달이상사용,음 한달 넘게 써봤는데 딱히 효과는 안 보였어요 제형은 연고 같은 느낌이고 재구매는 안 할 것 같네요 광고는 역시 믿거입니다..
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.18,5점,,,얼굴이 뒤집어지거나 짜고 난 후에 흉터나 그 자리에 바르면 진정되고 연고같은 크림 제형이라 밤에 바르고 자면 다음날 좀 진정된 효과를 볼 수 있어용
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.18,5점,,한달이상사용,피부트러블 나고 얼굴에 듬뿍 발라주면 촉촉하고 진정 되는 느낌에 있어요 세일 많이 하면 좋겠어요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.17,2점,,한달이상사용,광고에는 이거 쓰고 여드름 다 없어졌다고 했는데 나는 이거 쓰고 더 올라 왔음 피부 엄청 안 좋아졌음 예민해서 그런지 모르겠는데 모두 고민 하고 사시길
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.17,5점,,한달이상사용,이거 쓰고 붉은기가 거의 없어졌어요. 피부에 붉게 여드름 올라왔을 때 가볍게 바르기 좋아요!! 여드름 피부인데도 순해서 이거 바르고 자극을 받거나 더 심해지진 않아서 다음에 또 구매할 것 같아요!!
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.17,4점,,재구매,여드름에 크게 효과있는지 잘모르겠어요..효과를 모르겠어서 두번째 구매해서 쓰는중인데 이제 안살것같아여
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.16,5점,,,몇일만애 좀 피부 좋아진거같가도하고 한5개정도쟁여두고싶노
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.16,5점,,,"자극 같은건 일절 없고 좋아요
솔직히 진정이랑 트러블에 좋은건 모르겠는데 흔적에는 확실히 좋아요
근데 약간 무거워서 딱 그 흔적 부분에만 발라주면 좋아요"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.16,5점,,재구매,처음에 사용했을때 좁쌀도 사라지고 그래서 꾸준히 사용해보고 있는 제품입니다 흉터도 가라앉는것같고 여드름도 잘 가라앉게 해주는것같아요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.15,5점,,한달이상사용,어디에 좋은지 모르겠어요 한통 다 썼는데 효과가 있는지 모르겠을 정도로 그대로 였어요 딴 거 사시는 걸 추천드려요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.15,5점,"트러블성, 봄웜톤, 잡티, 트러블",,"동생이 여드름 때문에 고민하다 구매했는데
벌써 좋다고 난리... 3일 정두 쓴것 같은데 좋다네요💚
저두 기대되서 지금 사용 중인데 좋아요!! 먼가 진정되는 느낌..?"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.15,5점,"건성, 웜톤, 미백, 주름",,고민부위에 두껍게 바르고 자라고 해서 바르고 잤는데 딱히 좋은건 없었어요 광고에서 보는것처럼 될려고 사는건 좀 아닌듯
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.15,5점,"민감성, 여름쿨톤, 잡티, 각질",한달이상사용,이딴용기에들어있는거개싫음다쓰지도못했는에찢어지고 gr
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.14,5점,"복합성, 웜톤, 홍조",한달이상사용,이거 쓰면 완전 촉촉하게 수분충전 할 수 있어서 조아용ㅎㅎㅎ
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.14,5점,"민감성, 봄웜톤, 블랙헤드",,짜서 쓰는거라 좀 불편한… 그냥 일반 크림 처럼 통에 나왔으면 좋았을듯 ㅠㅠㅠ 트러플에 바르면 효과는 있어용
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.14,5점,,,"흡수가 잘되구 보습에도 좋은 것 같아요 !
진정도 빠르게 잘 되는 것 같아요!"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.14,3점,,,"일단 자극은 없고 여드름에는 큰 효과는 못 본거 같아요.......
뭔가 살짝 정리만 된 느낌.... 일단 자극 없이 순하긴 합니다
보습에 효과가 있는건 잘 모르겠고 어느정도 진정만 되는거 같아요 수분감은 그렇게 많진 않았고 제형은 꾸덕한과 산뜻함 중간인거같아요"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.13,5점,,,"붉은기 진정에 괜찮은 거 같아요
잘 때 듬뿍 발라주고 있어요~!"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.13,4점,,재구매,"인스타 광고 하도많이 떠서 구매해봤는데
그정도는 아닌 것 같아요
효과를 잘 본것 같지는 않아요
그리고 지성비추….."
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.13,5점,,재구매,두번째구매입니다이거진짜너무좋아요앞으로이것만쓸거같아요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.13,5점,"지성, 가을웜톤, 잡티, 각질",,ㅎㅎ 끈적이지않고 산뜻하게 마무리 돼여!! 근데 크기가 진짜진짜 작어요ㅎㅎ저는 용량을 안보고 샀지뭐에요ㅎㅎ
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.12,5점,"복합성, 여름쿨톤, 민감성, 다크서클",,연고같은 느낌의 크림이에요 꾸준히 써볼예정입니다 효과가 있기를!
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.12,5점,"건성, 봄웜톤, 트러블",,진짜 이거 인스타에도 맨날 떠서 속는셈치고 사보자해서 산건데 미쳤어요 진짜 압출하거나 여드름 빨게져서 올라왔을때 두껍게 올리고 다음날 일어나면 완전 다 가라앉아있어서 너무 신기했어요 진짜 얘는 다쓰면 재재재구매 할거같아요 완전 인생템입니다🥹👍🏻🫶🏻
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.12,5점,,,여드름 짜고 난 흉터 관리에 정말 좋은 거 같다. 확실히 색이 옅어지는게 보이고 촉촉하다. 흉터를 옅어지게 하는 효과가 확실하긴한데 여드름을 낫게 하는 느낌은 아니었음.
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.12,5점,,,"속건조, 피부붉어짐, 트러블이 고민이라 구매하였습니다.
튜브타입이라 공기접촉없이 위생적으로 사용할수 있었습니다.
무향이라 향취에 민감하신 분들도 사용하시기 좋습니다.
매우 부드럽게 발리고, 피부 깊숙히 수분이 전달됩니다.
단, 건성피부는 뒤에 보습크림 한번 더 발라주시는걸 권장합니다!!"
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.12,3점,,한달이상사용,으음..제 피부에 어떠한 효과를 줬는지 하나도 모르겠고 전혀 진정에 좋은지 모르겠어요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.12,5점,,,다음날 붉은기도 그렇고 트러플자극에도 조금 개선할 수 있어서 너무 잘 쓰고있어요!
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.11,5점,,,이거만큼 여드름 진정 잘 시켜주는 크림 못 봤습니다.. 진짜 좋아요 재구매템
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.11,5점,,한달이상사용,광고처럼 엄청 기대할정도는 아니고 저는 그냥 진정 크림 바르고 나서 여드름쪽에 한번 더 발라줍니다 정말 스팟 크림 용도로 쓰고 있어요
어성초 센텔라 레드 스팟 크림 30g,크림,15900,2026.01.11,5점,,한달이상사용,바르고 자면 다음날에 진정되어 잏는 거 좋앙요👍🏻 순해요
