날짜,별점,스킨타입,태그,리뷰내용
2025.12.08,5점,,,여행 갈 때 챙겨갈려고 구매했어요 휴대성이 좋아서 들고다니기 좋아요
2025.12.07,5점,,재구매,"피부상태 안좋을때. 많이 건조하거나 붉게 달아오를때 쓰려고 다시 재구매했어요
진정도 되고 수분도 채워져서 저는 잘 맞더라구요
용기에 든 건 오히려 불편해서 낱개형으로 샀어요"
2025.12.07,5점,"복합성, 여름쿨톤, 탄력, 다크서클",한달이상사용,블프때 할인에 눈이 멀어서 샀는데 양이 매우 적어서 그냥 제 값같은 너낌
2025.12.06,5점,,,피부에 흡수가 잘 되는 건지 조금 애매하긴 한데 그래도 전체적으로 진정 효과에 좋은 거 같아서 본품으로 하나사보려구요
2025.12.05,5점,,한달이상사용,물같은 제형이라 흡수도 빠른데 PDRN이라 보습력도 있어요 여행용 용량이라 잘쓰고있어요
2025.12.05,5점,,,일단 한번 쓸정도로 소분되어 있는개 너무 좋고 이거 바르고 다음날 일어나면 피부 광명 찾아여!!!
2025.12.05,5점,"지성, 쿨톤, 잡티, 블랙헤드",,"저는 만족합니다
살까말까하다 이걸로 우선 써보고나서 큰거쓰자했는데
바로다음날 큰거주문했어요"
2025.12.04,5점,"트러블성, 가을웜톤, 트러블, 모공",,"이것도 하도 좋다길래 구매. 받자마자 대만족 ㅋㅋ
속이 촉촉해지는 거 바로 느껴짐. 비행기 자주 타서 기내용으로 샀음ㅎㅎ 바람 많이 부는 지금 사용하기 딱 좋은거 같음. 꾸준히 사용해 볼게요 ㅎㅎ"
2025.12.04,5점,,,"여행갔을때 가지고가면 너무편해요
한번사용하기도 양도 은근 많아요"
2025.12.04,5점,,,유명하다고해서 구매하고 써봤는데 너무 좋아서 이번에 재구매했습니다.
2025.12.04,5점,,,여행갈땐.. 일회용으로 준비해서 갈 수 있어서 아누아 수분팩을 매일 쓸 수 있어서 작은 사이즈도 늘 구매해둡니다. 아침저녁으로 메이컵 전에 바르는 게 습관이 된 지 제법 되었는데 얼굴에 광이...맘에 듭니다.
2025.12.02,5점,,,인공눈물처럼 하나씩 나눠져있어서 간편해요~유명해서 구매해봤는데 자극없고 촉촉해서 수분 채우기 좋아요!! 속건조에 좋은 것 같어요
2025.12.01,5점,,,이거 좋다는 소리가 많아서 궁금하긴 했는데 한병사기는 맞을지 안 맞을지도 모르니까 건성후기는 좋던데 저는 지성이라 일단은 좀 지켜봐야 할 것 같은느낌
2025.12.01,5점,"복합성, 봄웜톤, 블랙헤드, 모공",,"여행 다닐 때 들고 다니기 너무 좋음. 본품 잘 사용하는 중이라 여행 다닐 때 소분이 귀찮았는데 이건 부피 차지를 많이 안 해서 좋음. 양도 하나 까면 아침, 저녁 사용할 수 있는 양이라서 좋음"
2025.12.01,5점,,재구매,자극 없이 순하고 보습력이 좋아요 항상 바르는 세럼인데 여행용으로 이번에 쟁였어요 :)
2025.11.30,5점,,,너무 좋아요! 이거 쓰고 요철도 좀 줄었고 바르고 나면 속건조도 잘 잡히는 것 같아요 나중에는 통으로 된 것도 사려구여
2025.11.30,5점,"민감성, 겨울쿨톤, 트러블",재구매,재구매입니다 이제는 없으면 안되는 제품 매 세세일때마다 삽니다
2025.11.30,5점,"복합성, 여름쿨톤, 모공",한달이상사용,여행 다닐 때 휴대용으로 가지고 다니려고 구매했어요. 딱 좋아요
2025.11.29,5점,,"한달이상사용, 재구매",여행가서 사용하기 딱이에요. 여행용으로 재구매 하고 읶어요
2025.11.29,5점,,,보습은 정말 잘되는 것 같아요 이거 사용하면 화장이 진짜 잘먹어요 ㅋㅋㅋㅋㅋ신기해요
2025.11.18,5점,,,친구가 사용한다고 해서 선물해줬습니다 전부터 눈여겨 보고있던거라 다음에는 저도 써보려구요
2025.11.16,5점,"복합성, 쿨톤, 잡티, 민감성",한달이상사용,본품 써보고 여행 갈 때 가지고 다니려고 샀어욤 양이 꽤 많아서 둘이 써도 될 듯
2025.11.16,5점,,한달이상사용,이게 여름~초가을까진 너무 잘썼는데 날이 추워지니까 보습력이 좀 아쉽더라구요ㅜ건성한테는 겨울에는 더 보습력이 강한걸 추천해요 물론!다른 계절에는 적당한 보습력으로 추천하는 제품이에요~
2025.11.16,5점,,한달이상사용,pdrn 세럼 중에 젤 유명한 이유가 있다니까요 흐르는 제형인데도 바르고 나면 피부 엄청 쫀쫀해져서 화잘먹 피부 만들어줍니당 여행용으로 작은 용량 구매했어용
2025.11.15,5점,,,정말루 순하고 여러번 덧 발라야 더 쫀쫀해지고 화장두 잘 먹어용 흡수 잘 됩니당
2025.11.15,5점,,한달이상사용,수분감이 좋아서 잘 사용하던 제품인데 1ml씩 구매가능해서 좋았어요 여행갈 때도 가져가기 좋았습니당 제품 궁금한 분들이 테스트용으로 구매해보기 좋을 것 같아요
2025.11.14,5점,"민감성, 봄웜톤, 잡티, 미백",한달이상사용,"2번째 구매입니다
딷 1회 사용하기에 양도 넉넉하고 보습력도 좋아요"
2025.11.13,3점,,한달이상사용,이거 여행갈 때 들고 다니기는 좋은데 생각보다 흐르는 제형이라 조금 불편함이 있네요
2025.11.13,5점,"민감성, 웜톤, 트러블",한달이상사용,한개씩 쓸수있어서 좋아요 바르몀 촉촉해지구 양도 넉넉함ㅎ
2025.11.12,4점,"복합성, 여름쿨톤, 잡티, 미백",,좋음 좋은데 그 하루만 좋고 뭐 유지되거나 꾸준히 좋은 건 아님 그냥 신경 쓰이는 날에 하나 따서 쓰기에 청결한 것 같고 좋아요
2025.11.11,5점,,한달이상사용,여행용으로 가지고 다니려고 구매했는데 너무 좋아요 화잘먹 수분뿜뿜
2025.11.11,5점,"민감성, 여름쿨톤, 잡티, 트러블",한달이상사용,여행 다닐때 쓰려고 산건데 너무 양이 많아서 화장할때 밀릴까봐 못쓰겠고 저녁에도 너무 많이 바르기는 부담돼서 결국 다른곳에 바르고 자요 용기를 바꿔주시거나 아니면 더 적은 용량으로해서 개수를 늘려주세요
2025.11.11,5점,,,세일할때 없어서는 안될 필수템!!! 완젼 추천하구 배슝듀유 겁나 빨라요오 😀
2025.11.11,5점,,한달이상사용,"여행가거나 어디 갈때 하나씩 가지고 가기가 너무 좋아요
편하고 그냥 그대로 가지고 가면 너무 무거운데 이거는 가볍고 하나까면 다 바르고도 남을 만큼 양도 많아서 좋아요"
2025.11.11,5점,,,여행용으로 들고다니기 너무 좋아서 더 구매했어요 순해서 더 사용하기 편해요
2025.11.11,5점,"민감성, 봄웜톤, 잡티, 미백",재구매,"양도 넉넉하고 보습력 좋아요
여행다닐때 챙겨다니려고 구입했다가 본품까지 샀어요"
2025.11.11,5점,"건성, 쿨톤, 주름, 각질",재구매,"자극없이 순한 세럼
여행이나 헬스장에 갖고 다니기에 간편하고 아주 좋습니다"
2025.11.09,5점,,한달이상사용,본품은 양이 조금 부담스러워서 이걸로 구매해 봤는데 괜찮아요
2025.11.09,4점,,한달이상사용,세럼 향이 은은해서 자기 전에 하면 편안해져요. 다음날 피부가 맑아요.
2025.11.07,5점,,,"개별 포장되어 있어서 사용하기도 편하고, 여행가거나 외박할 때 유용해요."
2025.10.11,5점,,,"가지고 다니면서 쓰기 너무 좋은거같아요
여행 갈때나 아니면 저는 건성이라 쌩얼일때 밖에나가면 너무 건조해질때 가지고 다니면서 발라요"
2025.10.08,5점,"복합성, 웜톤, 미백, 트러블",한달이상사용,"한 번에 바르기 용량이 조금은 많게 느껴지긴 했는데, 천천히 흡수시키니 피부도 촉촉하고 쫀쫀한 느낌이 들었어요!"
2025.10.08,4점,,,이런 상품이 있다는걸 알자마자 구입했어요. 인공눈물처럼 갖고다니며 1회용으로 쓸수있다는게 최고! 게다가 바르자마자 느껴지는 쫀쫀함과 탄력. 넘좋아요
2025.10.08,5점,"복합성, 웜톤, 미백",,"여름에 쓰기 너무 좋어요~ㅎㅎ
동남아 여행가서 넘 잘 썼어요
하나씩 똑똑 떼서 쓰면 되니까 여행갈때 넘 좋은것 같아요
개당 양도 어느정도 있어서 저는 한개에 2-3번 정도 나누어서 썼어요ㅎㅎ"
2025.10.07,4점,,한달이상사용,궁금해서 사봤는데 무난무난했어요 물 같아서 끈적이짐 않는데 전 너무 물 같은게 조랑 안 맞는거가아요
2025.10.07,5점,"복합성, 쿨톤, 잡티, 민감성",,본품 쓰다가 여행 갈 때 가져가고 싶어서 샀어요 건성인데 너무 무거운 앰플은 싫으면 이걸루 가세염 다들
2025.10.05,4점,"민감성, 봄웜톤, 주름, 각질",한달이상사용,피부가 너무건조하고 수분크림 막 발라도 건조할때 얘하나만 바르면 수분바로채워주고 좋아요
2025.10.05,5점,,"한달이상사용, 재구매",여행갔을때 사용하기 넘 좋아요❤️ 계속 판매해주세요용!!!
2025.10.04,5점,,,"여행용으로 구매했는데 오?생각보다 좋아요ㅋㅋ
산뜻한데 보습력은 가져오고 화장도 잘 먹네요ㅎㅎ
본품 사러갑니당"
2025.10.04,4점,,,"여행갈때 사용 할려고 구매 했어요
부피도 작아서 사용하기에도 편리해서 너무 좋네요"
2025.10.04,3점,"트러블성, 봄웜톤, 잡티, 트러블",한달이상사용,"자극 없고 촉촉하긴 한데 pdrn 함량 보고 배신감 느낌
타사 대비 너무 적어서 pdrn 세럼이라 부르기도 민망할 정도
이 정도 함량이면 걍 히알루론산 세럼이라 봐도 무방함"
2025.10.03,5점,,한달이상사용,화장 전에 사용하면 화장이 잘 먹고 잘 들뜨지 않아서 좋았습니다
2025.10.03,4점,,한달이상사용,인공눈물처럼 되어있어서 여행갈때 하나씩 들고다니기 좋고 편해요
2025.10.02,5점,,한달이상사용,크기가 작아 여행용으로 가지고 다니기 조아요 양은 한번쓰기엔 많구 두번나눠쓰기엔 조금 애매합니당
2025.10.02,5점,,,"기존 병에있는거 사용중인데, 여행갈때 사용할려고 미리 구매했어요"
2025.10.01,5점,"트러블성, 쿨톤, 트러블, 모공",한달이상사용,"기특한 일주일 때 산 거 같은데 여행 갈 때 들고 가면 완벽 ,,,"
2025.09.30,5점,"복합성, 여름쿨톤, 잡티, 미백",한달이상사용,여행용으로 구매했었는데 인공눈물 형식이라 부피 차지를 별로 안해서 좋아요~ 꾸덕한 제품일 줄 알았는데 물제형이라 가볍게 발려서 좋아요~
2025.09.28,5점,"건성, 여름쿨톤, 미백, 각질",,하나씩 뜯어 쓰는거라서 여행가서 쓰려고 샀어요 굿 좋을듯!
2025.09.28,5점,"복합성, 쿨톤, 블랙헤드, 피지과다",한달이상사용,"옴총 유명하죠~! 😉
써보구 괜찮아서 용기로 된 것도 사쪄요
수분감 낙낙해서 스킨케어때 요거 하나만 바르셔두 충분할 것 같아요 앰플은
양도 많거둥요🩵💙"
2025.09.28,5점,,한달이상사용,여행 때 쓰려고 쟁여놨어요! 아직 안 써봤는데 아누아가 PDRN 대표주자라서 기대돼요 ㅎㅎ 그런데 미세플라스틱 걱정없이 사용가능한건지 궁금하네요...
2025.09.28,5점,,재구매,"보습력이 좋고 피부에 자극적이지 않습니다.
낱개로 포장되어 있어 사용하기 편합니다"
2025.09.25,5점,,,기초화잘할때 수분채워주기 좋아요 인공눈물처럼 되어있어서 휴대성 굿
2025.09.24,5점,,,"순하고 자극도 없고 건성 피부타입에 좋아요
휴대하기도 편하고 편리성도 좋아요"
2025.09.24,5점,"복합성, 여름쿨톤, 모공",,"수분이 부족해서 구매했어요
휴대용으로 너무 좋아요
가격만 좀 착하면 더 좋을거 같아요ㅋ"
2025.09.23,5점,,,수분감 채워주는 세럼이고 소용량 포장이 여행에 쓰기 좋은 것 같아요!
2025.09.23,5점,"복합성, 가을웜톤, 미백, 각질",,친구 추천 받아서 사용하게 됬는데 좋아서 재구매 의사 있어요
2025.09.22,5점,,,"100갠줄알았어요
ㅋ 물광피부 기대합니다
후기가 좋아서 구매해봅니다"
2025.09.22,5점,,한달이상사용,"일단 세럼을 바르면 수분이 채워지는 것 같은 느낌이 듦
복합성이 여름에 바르면 좀 무거운 느낌이였음"
2025.09.20,5점,,,"눈물용으로11월달여행때쓸려고따로삿어요
간편하고들고가기좋을듯
화장품자체도좋아요"
2025.09.19,5점,,재구매,평소 써보고 싶었던 제품인데 저렴하게 사서 만족해요~ 좋아요
2025.09.16,5점,,한달이상사용,분명 이걸 쓰면 화장이 잘 먹는 것 같기는 한데 화장 전에 하나를 다 바르기에는 좀 양이 많은 것 같아서 하나당 양을 좀 줄이고 개수가 늘어났으면 좋겠다싶었어요 그리고 이것 때문인 지는 모르겠지만 이거 쓴 날에는 화장을 지우고 나면 얼굴이 너무 가려웠어요ㅠ
2025.09.15,5점,,한달이상사용,"엄마가 평소에 사용하셨던건데
좋다고 하셔서 여행때 들구 가신다구 또 사드렸어요!
이거 쓴 날엔 피부화장이 잘 먹는다구 해요"
2025.09.14,3점,,한달이상사용,자극없고 하나씩 뜯어서 쓸 수 있어 위생적이고 여행용으로 쓰기 좋아요
2025.09.13,5점,,한달이상사용,여행갈때 가볍게 챙겨가거나 시트팩이나 모델링팩 하기 전에 발라주기 좋음 확실히 흡수 시켜줘야 남는게 없어욘
2025.09.07,5점,,재구매,1얇게 레이어링해서 발라주면 피부가 반짝반짝거리고 좋아요 끈적거리지 않고 마무리감도 좋습니다
2025.09.06,5점,,,여행갈 때 큰 걸 챙겨가기엔 무리가 있어서 작은 걸 샀어요 편하네요
2025.09.05,5점,,한달이상사용,PDRN좋다고 해서 본품 세럼 써봤는데 너무 잘 썼었어서 일회용으로 포장된게 있길래 여행가고 할때 들고 다니기 좋을것 같아서 샀어요 일회용씩 소포장 되있어서 좋네요
2025.09.05,5점,,한달이상사용,진짜 화잘먹 필수템 이거 무조건 바르면 물광효과 대미칩니다
2025.09.04,5점,,,이거 써보고 본품 바로 구매했어요 건성에 추천하고 얼굴에 광돌아요 계절안타고 쓰기 좋을 것 같아요 이거 쓰면 담날 세수할 때 피부가 보들보들 해지는 느낌이예요
2025.08.31,5점,"복합성, 웜톤, 잡티, 블랙헤드",한달이상사용,일회용처럼 포장 되어 있어서 여행할 때 가져 가기도 편해요. 1번 뜯으면 두 번은 사용 가능하니까 하루용으로 충분 합니다.
2025.08.31,5점,,,맘에 들어요 잘쓸께요 좋아요짱아쿠아피부좋아요매끈피부
2025.08.30,4점,"민감성, 봄웜톤, 주름, 각질",,아직써보지는 않았지만 피부화장 잘먹을러고 샀어요여행용으로 좋아요
2025.08.30,5점,"트러블성, 여름쿨톤, 잡티, 각질",한달이상사용,가벼운 제형이라 여름에 딱 좋아요! 피부타입 상관 없우 좋을 것 같아오
2025.08.30,5점,,한달이상사용,그냥 평범한거같아요 촉촉하기는 한데 한번뜯으면 다써야되서불편해요
2025.08.29,5점,,한달이상사용,유명한 제품이라 구매해서 사용 중입니다 저녁 세안 후 발라주는데 수분 보충에 효과적이에요 용량에 비해 비싸긴해서 세일할 때 사는게 좋습니다
2025.08.29,5점,,한달이상사용,"피부 진정에도 너무 좋고 화장 전에 사용하면 피부화장 진짜 잘먹어요ㅜ
휴대성도 좋아서 수정화장용으로 가지고다니거나 여행갈때 가지고다니기 딱 좋아요!"
2025.08.29,5점,"건성, 쿨톤, 잡티, 미백",한달이상사용,일주일특가하길래 여행용으로 미리 겟 좀만 늦았으면 못살뻔
2025.08.29,4점,,,바르면 바로 쪼은득 하니 찹찹 바르기 좋아요 속건조 잡아줄 때 최고인 들
2025.08.29,5점,,한달이상사용,물같이 진짜 흐르는 제형이고 흡수도 낫밷이에요 근데 넘 가벼워요
2025.08.28,5점,,,사용하기 간편했어요! 화장전에 사용하기도 좋고 여행용으로도 좋았어요 ㅎㅎ
2025.08.28,5점,,한달이상사용,일주일 특가해서 신나게 구매했는데 엄마가 더 좋아하셨고 본품까지 사달라고 하시던 앰플!! 다음날 비포애프터가 확실합니다!
2025.08.28,5점,"건성, 쿨톤",한달이상사용,"화장전에도 좋고 그냥 스킨케어할때도 좋아여
무겁지않고 향도 적어서 무난하게 잘 씀"
2025.08.27,5점,,한달이상사용,휴대용으로 좋은 제품이라 여행갈 때 몇 개씩 챙겨가서 사용했어요
2025.08.27,5점,"복합성, 봄웜톤, 잡티, 블랙헤드",한달이상사용,"캡슐로 되어 있어서 여행 다닐 때 무조건 챙겨가는 세럼이고 양이 많은 편인데 흡수도 잘 되고 끈적이지 않아서 아침, 저녁 가리지 않고 사용해주기 넘 좋은 제품이에요!

화장 아주 이쁘게 잘 먹습니당!"
2025.08.27,5점,,한달이상사용,"모공 레이저 시술 받으신 분들에게 추천..
최근 시술 받았는데 이럴 때 좋은 앰플 흡수시켜주면 좋다고 해서 이 제품 오랜만에 다시 써봤는데 피부 엄청 좋아보여요. 뭔가 싹 흡수되는 느낌.
입자가 작아서 그런가.. 모공레이저 아니면 mts나 다른 기기들 이용하시면 흡수 잘 될 거 같아요.
피부에 앰플 겉돈다는 게 뭔지 몰랐는데 이 제품만 바르고 잤는데 괜찮네요. 추천합니다"
2025.08.27,5점,"건성, 웜톤",한달이상사용,전 낮용으로 화장 전에 쓰는데 좋다요 진짜 촉촉 하고 화장 잘먹음 근데 이거말고 걍 유리병으로 든게 쓰기 편해용
2025.08.25,3점,,한달이상사용,"너무.좋다고해서.구매했는데
저는 띡히.잘모르겠어요 ㅜㅜ"
2025.08.24,2점,"복합성, 가을웜톤, 잡티, 트러블",한달이상사용,친구 추천으로 샀는데 제 피부엔 안 맞네요 이거 쓰고 좁쌀 폭발해서 못쓰고 있네요.. 본품 사기전에 이걸로 테스터해보거나 잘쓰시는 분들은 여행용으로 좋은듯
2025.08.24,5점,,,"모 유튜버 분 보고 궁금했었는데! 마침 선물로 받았어요! 여행 용으로 딱인 것 같아요~~
감사히 쓰겠습니다 듀헤헤 🩷🩷"
