날짜,별점,스킨타입,태그,리뷰내용
2025.08.14,4점,"복합성, 쿨톤, 각질, 트러블","한달이상사용, 재구매",민감한 트러블성 피부인데 이 제품은 괜찮아서 항상 쓰고 있어요 너무 기름지지도 너무 건조하지도 않고 무난하게 좋아요
2025.08.14,5점,"건성, 봄웜톤, 각질, 홍조",,특별한 향 없음. 펌프형인데 가볍게 짜짐. 투명한 용기라 직관적임. 흡수력 좋으며 모낭염이 진정되길 바라며 구매함.
2025.08.14,5점,"복합성, 쿨톤, 미백, 트러블",,"남편이 이것만 써요..
순하고 촉촉해서…
스킨도 어성초77"
2025.08.13,5점,,,좋아요 화장할 때 화장 잘 먹고 촉촉행ㅎ 근데 제 친구는 너무 무겁다던데 전 잘 모르겟음
2025.08.13,5점,,,제품이 자극없이 순하고 밀림이나 끈적임 없이 잘 발려서 계속 재구매해요
2025.08.12,4점,,한달이상사용,"좋아요
순한제품이여서 흡수력도 빨라서 좋아요
향도 거의 무향입니다"
2025.08.11,5점,,,"Heartleaf+, which is believed to have soothing and calming properties, and Triple Hyaluronic Acid to maintain the skin's natural moisture barrier and helps to calm irritation, reduce redness, and maintain a healthy, balanced complexion"
2025.08.11,5점,,,"제동생: 건성
본인: 극지성

동생은 예민해서 암거나 못 쓰고 저는 지성이라 발림성에 예민한데,
둘다 로션은 이거 써요 두통째 쓰는데,"
2025.08.11,4점,,,여름이라 로션 구매해볼까하고 구매해봤는데 예민성인데 뭐가 나는건 없었고 달라붙는것보다 살짝 피부에 겉도는 느낌은 있어요 피부가 뒤집어지거나 그런건없었는데 눈에띄게 진정되지도 않아서 수분보충용으로 쓰고 있습니다!
2025.08.10,5점,,,주사피부염이있어 어성초제품은 처음 써보는데요 순하고 발림성 좋고 크림 전단계에 딱좋네요 앞으로 계속 사용할거 같습니다
2025.08.10,4점,,,무난무난하게 쓰기 괜찮을 것 같아요 순하고 어성초여서 너무 좋네요
2025.08.09,5점,,한달이상사용,피부가.예민하고 여드름이잘올라오는편인데 덕분에 피부깨끗하고 순하고 아주좋습니다
2025.08.09,5점,,,처음 사용해본 로션인데 자극없이 순해서 좋아요. 또 구매할게요
2025.08.09,5점,웜톤,,유분기 안 느껴지고 가볍게 흡수되는 제형입니다 화장하기 직전에 바르니 좋네오
2025.08.08,5점,,한달이상사용,호기심으로 샀는데 잘 씁니다. 누구한테 써도 괜찮을 듯 무난하고 가격도 싼편?
2025.08.07,5점,"민감성, 여름쿨톤, 잡티, 미백",한달이상사용,"좋아하는 상품입니다 잘 쓰고 있어요
할인할 때 구매해보세요"
2025.08.07,5점,"민감성, 쿨톤, 트러블, 블랙헤드",한달이상사용,자극없고 순해요 흡수가 빨라 여름에 잘쓰고 있는재품입니더
2025.08.07,5점,,,그냥 이름 그대로 데일리 로션이에요 완전 부담없이 막 바르기 편함!!
2025.08.05,4점,,,"촉촉하고 보습에 좋아요
지성에겐 좀 질척일 수 있어요 특히 여름에는요
건성은 여름에도 괜찮습니다 제가 건성이라 알아요ㅎㅎ
첨엔 엇 질척이나 여름엔 부적합한 로션인가 싶었는데 흡수가 충분히 될 만한 시간만 있다면 여름에도 좋습니다"
2025.08.05,5점,,,자극이 강하지 않고 순한 로션이에요! 수부지에도 나쁘지 않은것같아요
2025.08.04,5점,,한달이상사용,유튜브에서 제가 좋아하는 분이 쓰시길래 사봤어요 갠찮은거랕이여ㅔ
2025.08.04,5점,,,"어성초라서 그런지 여드름피부에 순하게 잘 맞아요
촉촉하고 데일리로 쓰기 좋습니다"
2025.08.04,4점,,한달이상사용,촉촉하고 적당히 유뷴감 있어서 아침마다 발라줘요 가볍게 쓰기 좋은 로션이에요
2025.08.04,5점,,한달이상사용,제가 건성이라 씻고나면 꼭 당김이나 속건조가 있어서 수분을 채워줘야하는데 그럴때 딱 이게 수분감이랑 보습을 줘서 피부를 진정시키고 안정??되는거 같아요 올라가는것도 무게감있는것도 아니라 가벼워서 피부에 전혀 자극 안 가요!! 민감한 극건성분들도 가볍게 쓰실수있다는말씀
2025.08.03,5점,"중성, 잡티, 민감성",한달이상사용,이것저것 바르기 귀찮은 저한텐 엄청 좋은 제품이에요 순하고 보습력도 괜찮고 무엇보다 용량이 꽤 있고 양조절하기 편한 펌프식이라 너무 좋아요
2025.08.03,5점,,,씻고 요거 하나만 발라도 되는 날씨… 몸에도 발라주니 좋아요
2025.08.03,5점,"복합성, 여름쿨톤, 잡티, 트러블",,양도 많은데 양대비 가격도 싸서 꾸준히 쓰는거에여 흡수도 잘되고 무겁지 않아서 화장 전에도 쓰고 자기전에도 써요 ㅠㅜ!! 너무좋아용
2025.08.02,5점,,한달이상사용,"아누아 어성초 70 데일리 로션은 진정 효과가 필요할 때마다 손이 가는 데일리템이에요. 성분도 깔끔하고 어성초가 70%나 함유돼 있어서 예민하고 울긋불긋한 피부에 딱이에요. 제형은 묽은 로션 타입이라 부담 없이 바를 수 있고, 가볍게 흡수되면서도 속은 촉촉하게 채워주는 느낌이라 여름철에도 사용감이 너무 좋아요. 기초를 여러 단계 바르기 귀찮을 때 이 로션 하나만 발라도 수분감 충분해서 간편하게 케어할 수 있어요. 트러블이 올라올 때 사용해도 자극 없이 진정이 되고, 오히려 붉은기가 빠르게 가라앉아서 민감성 피부에도 정말 잘 맞는 제품이에요. 화장 전에 사용해도 밀림 없이 잘 어우러져서 데일리 로션으로 제격입니다. 200ml라 용량도 넉넉하고 펌프형이라 위생적이고 사용도 간편해서 재구매 의사 100%! 피부 예민하거나 수분 진정템 찾는 분들께 강력 추천해요."
2025.08.02,5점,,재구매,가볍게 사용하기 좋습니다 엄청 순해서 민감성분들한테도 좋을 것 같아요
2025.08.02,5점,"복합성, 겨울쿨톤, 미백, 트러블",,"정말정말 구라가 아니고 10통 넘게 쓴 사용자입니다

솔직한 평을 말하자면 좋아서 10통 쓴 느낌보다 바꾸기 귀찮고 이거보다 별로인거 사서 피해보는 것 보단 정착해서 쓰자 쪽으로 10통을 썼는데 정말 정말 순해요 근데 보습에 도움이 되는건지는 잘 모르겠어요 그래서 저는 이거 바르고 보습 크림까지 발라요

여드름에는 작년까지는 무조건 일주일에 한번씩 새로운 자리에 여드름이 생겼었는데 올해 부터는 여드름보다는 흔적에 고민이 많아질 정도로 여드름이 나는 빈도수가 정말 줄었어요 그래서 제가 생각하기에는 단기간에 진정되는 것 보다는 결과적으로 진정되는 느낌인 것 같아요

제형은 묽고 쫀쫀한 느낌보다는 촉촉하고 가벼운 느낌입니다"
2025.08.02,1점,,,발림성 좋고 촉촉하긴 한데.. 바르자마자 따깝고 다음날 좁쌀이 올라옵니다. 초예민 피부는 쓰지 마세요. 몸에나 수시로 발라야겠습니다. 아누아 PDRN 앰플은 잘 쓰고 있어요
2025.08.02,4점,,,"이마랑 코에 기름이 많고 시간이 지나면 볼에도 살짝씩 올라오는 타입인데 낫밷인 것 같아요
저는 화장 잘 먹으려고 쫀쫀한 느낌의 제형을 선택했는데
좋은 것 같아요 찐득 XX 쫀쫀 OO!!
토리든 쓰다가 뭐가 올라오는 것 같아서 토너 쓰다가 이 로션도 써봤는데 펌프 제형이라 쓰기 편하고 뭐가 딱히 올라오지는 않았어요 데일리로 쓰기 좋은 것 같아요"
2025.08.01,5점,,,제가 평소에 로션을 잘안발라서 각질 때문에 좁쌀이 계속 생겼는데 이거 쓰고 조금 나아진거같아요
